occurrenceID,eventID,family,genus,specificEpithet,vernacularName,verbatimLocality,decimalLatitude,decimalLongitude,stateProvince,country,verbatimEventDate,modified,coordinateUncertaintyInMeters,sex,individualCount,occurrenceRemarks,recordedBy,recordedByID,identificationVerificationStatus,dateIdentified,identifiedBy,identificationRemarks,datasetID,previousIdentifications,recordSouce,informationWithheld,verbatimHostPlant,floralHostNotes,measurementMethod,images,referenceID,sightingUrl,metadataUrl
173072,119262,Apidae,Bombus,fraternus,Southern plains bumble bee,Home,37.687176,-97.330055,Kansas,United States,10/7/2023,59:33.3,0-25,Female,1,,Amanda Dolechek,adolechek,Verified,1/8/2024,klamke,KL,Bumble Bee Watch,,Website,FALSE,Goldenrod,"'Wichita Mountains' variety, newly planted",,"https://www.bumblebeewatch.org/media/bees/big/fc380eca-171a-465a-90bb-0819a1c8c83f.jpg, https://www.bumblebeewatch.org/media/bees/big/17085e2f-b2b5-41db-83d3-6419a49b7c76.jpg, https://www.bumblebeewatch.org/media/bees/big/9db12e2a-76e3-4e77-b297-661442a21612.jpg, https://www.bumblebeewatch.org/media/bees/big/95541be6-a7c0-4f94-8fe9-0bf4271b481d.jpg",,https://www.bumblebeewatch.org/sightings/bee/173072/,https://www.bumblebeewatch.org/metadata/
172684,119118,Apidae,Bombus,sp.,Bumble bee,Lexington Lake Park,38.970337,-95.005049,Kansas,United States,10/3/2023,24:54.2,250-500,Male,1,,t schroe,oxeyed,Verified,10/6/2023,klamke,"KL - likely B.pen, possible ferv",Bumble Bee Watch,pensylvanicus,Website,FALSE,Blue Gentian,,,https://www.bumblebeewatch.org/media/bees/big/c2ce3a97-2307-45a2-8701-00d1e3328f28.jpg,,https://www.bumblebeewatch.org/sightings/bee/172684/,https://www.bumblebeewatch.org/metadata/
171738,118898,Apidae,Bombus,pensylvanicus,American bumble bee,Hutchinson Zoo Pollinator Gardens,38.029377,-97.918017,Kansas,United States,9/28/2023,26:02.0,100-250,Male,1,,Nicole Mantz,Nicole.mantz,Verified,10/9/2023,klamke,KL,Bumble Bee Atlas,auricomus,Website,FALSE,,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/62e3ab71-a060-4f8e-b2bf-cfc4ec608a85.jpg, https://www.bumblebeewatch.org/media/bees/big/5dfb1dd4-6707-4009-a8dd-88c469053162.jpg, https://www.bumblebeewatch.org/media/bees/big/e352cc35-8d3f-4790-88dc-d6708a0f5814.jpg, https://www.bumblebeewatch.org/media/bees/big/2ed654af-e0f3-4d16-bf9f-9307b5ed03ab.jpg",,https://www.bumblebeewatch.org/sightings/bee/171738/,https://www.bumblebeewatch.org/metadata/
171739,118898,Apidae,Bombus,pensylvanicus,American bumble bee,Hutchinson Zoo Pollinator Gardens,38.029377,-97.918017,Kansas,United States,9/28/2023,26:02.0,100-250,Male,1,,Nicole Mantz,Nicole.mantz,Verified,10/9/2023,klamke,KL,Bumble Bee Atlas,,Website,FALSE,catmint,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/18e08789-8f52-492d-b798-8007a04ef8e4.jpg, https://www.bumblebeewatch.org/media/bees/big/88b6e504-bd29-40e6-aad4-7a27f7a07e77.jpg, https://www.bumblebeewatch.org/media/bees/big/d443207a-0316-4cd7-97f1-f248eb42cbc5.jpg, https://www.bumblebeewatch.org/media/bees/big/b9be498a-5b6b-4166-b9b1-8a13f1930d9d.jpg",,https://www.bumblebeewatch.org/sightings/bee/171739/,https://www.bumblebeewatch.org/metadata/
171741,118898,Apidae,Bombus,fraternus,Southern plains bumble bee,Hutchinson Zoo Pollinator Gardens,38.029377,-97.918017,Kansas,United States,9/28/2023,26:02.0,100-250,Female,1,,Nicole Mantz,Nicole.mantz,Verified,10/9/2023,klamke,KL,Bumble Bee Atlas,,Website,FALSE,,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/95cda906-3ecd-4bf0-adee-26875c05d02b.jpg, https://www.bumblebeewatch.org/media/bees/big/916fc314-408a-433b-b190-d95d83c5df3d.jpg, https://www.bumblebeewatch.org/media/bees/big/94a860cf-4c44-44ab-8a48-5f8057e772e1.jpg, https://www.bumblebeewatch.org/media/bees/big/82a94c30-a729-44e3-907e-0612eb31d9ac.jpg",,https://www.bumblebeewatch.org/sightings/bee/171741/,https://www.bumblebeewatch.org/metadata/
171742,118898,Apidae,Bombus,pensylvanicus,American bumble bee,Hutchinson Zoo Pollinator Gardens,38.029377,-97.918017,Kansas,United States,9/28/2023,26:02.0,100-250,Female,1,,Nicole Mantz,Nicole.mantz,Verified,10/9/2023,klamke,KL,Bumble Bee Atlas,sp.,Website,FALSE,hibiscus,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/c1c48533-3c4e-4a97-bbd6-03220b911602.jpg, https://www.bumblebeewatch.org/media/bees/big/22c52c22-46fa-4f4e-bc8c-f9786222c373.jpg, https://www.bumblebeewatch.org/media/bees/big/9edd724a-fa81-4ed7-8471-1e61bfbcbb8c.jpg, https://www.bumblebeewatch.org/media/bees/big/e33ac803-23fb-469a-8230-2c171b23525e.jpg, https://www.bumblebeewatch.org/media/bees/big/e6f838a7-72bd-453d-83c2-098685dd2618.jpg",,https://www.bumblebeewatch.org/sightings/bee/171742/,https://www.bumblebeewatch.org/metadata/
172590,118898,Apidae,Bombus,pensylvanicus,American bumble bee,Hutchinson Zoo Pollinator Gardens,38.029377,-97.918017,Kansas,United States,9/28/2023,26:02.0,100-250,Female,1,,Nicole Mantz,Nicole.mantz,Verified,10/9/2023,klamke,KL,Bumble Bee Atlas,auricomus,Website,FALSE,catmint,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/adf4536e-c9bc-4218-b35a-48fb6338d588.jpg, https://www.bumblebeewatch.org/media/bees/big/eb17f5e4-0f08-403a-be72-959a95d43b55.jpg, https://www.bumblebeewatch.org/media/bees/big/9376f091-db07-4f84-b4d4-580505aa8a08.jpg, https://www.bumblebeewatch.org/media/bees/big/2413c04c-20ed-4c61-b5ae-170744be6292.jpg, https://www.bumblebeewatch.org/media/bees/big/4995b2b7-3f70-41fa-8545-ef26430ca1e7.jpg",,https://www.bumblebeewatch.org/sightings/bee/172590/,https://www.bumblebeewatch.org/metadata/
171744,118898,Apidae,Bombus,pensylvanicus,American bumble bee,Hutchinson Zoo Pollinator Gardens,38.029377,-97.918017,Kansas,United States,9/28/2023,26:02.0,100-250,Female,1,,Nicole Mantz,Nicole.mantz,Verified,10/9/2023,klamke,KL,Bumble Bee Atlas,,Website,FALSE,Salvia,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/72979016-2a11-41e1-ae9b-05ece0a1318c.jpg, https://www.bumblebeewatch.org/media/bees/big/18c61a11-d586-4a51-af68-a3b1858519b4.jpg, https://www.bumblebeewatch.org/media/bees/big/e656ebcf-fdda-4ceb-a599-fcc01f6acf5c.jpg, https://www.bumblebeewatch.org/media/bees/big/e728f383-89a3-4870-809e-b3a097cd461f.jpg, https://www.bumblebeewatch.org/media/bees/big/7e036561-4de7-440e-bdc1-b88468b21faa.jpg",,https://www.bumblebeewatch.org/sightings/bee/171744/,https://www.bumblebeewatch.org/metadata/
172601,118898,Apidae,Bombus,pensylvanicus,American bumble bee,Hutchinson Zoo Pollinator Gardens,38.029377,-97.918017,Kansas,United States,9/28/2023,26:02.0,100-250,Female,1,,Nicole Mantz,Nicole.mantz,Tentative,10/9/2023,klamke,KL - first photo of Xylocopa,Bumble Bee Atlas,,Website,FALSE,,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/18d0b534-3b66-4b35-b384-1ca360c507ca.jpg, https://www.bumblebeewatch.org/media/bees/big/b0380b14-2879-473c-8664-069c03ca899b.jpg, https://www.bumblebeewatch.org/media/bees/big/06f84132-a657-4829-b253-108e6ac6f1fc.jpg, https://www.bumblebeewatch.org/media/bees/big/3c301a1f-4431-4eb6-8fec-63872f3ecb9b.jpg, https://www.bumblebeewatch.org/media/bees/big/446374b0-7914-4b97-b2a5-a0455f69df36.jpg",,https://www.bumblebeewatch.org/sightings/bee/172601/,https://www.bumblebeewatch.org/metadata/
172602,118898,Apidae,Bombus,pensylvanicus,American bumble bee,Hutchinson Zoo Pollinator Gardens,38.029377,-97.918017,Kansas,United States,9/28/2023,26:02.0,100-250,Female,1,,Nicole Mantz,Nicole.mantz,Verified,10/9/2023,klamke,KL,Bumble Bee Atlas,,Website,FALSE,catmint,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/81e1a2ca-9485-45ec-a244-b51ed4a8dee2.jpg, https://www.bumblebeewatch.org/media/bees/big/b8490044-1fc4-4a2d-b31c-7537d705c17f.jpg, https://www.bumblebeewatch.org/media/bees/big/9496aef4-f554-497a-95bf-01377e10ceda.jpg, https://www.bumblebeewatch.org/media/bees/big/4b667549-5395-464a-83ad-5e02039ee6d6.jpg, https://www.bumblebeewatch.org/media/bees/big/7213d5ea-d009-4117-9d4f-f88cd460fa8d.jpg",,https://www.bumblebeewatch.org/sightings/bee/172602/,https://www.bumblebeewatch.org/metadata/
172603,118898,Apidae,Bombus,pensylvanicus,American bumble bee,Hutchinson Zoo Pollinator Gardens,38.029377,-97.918017,Kansas,United States,9/28/2023,26:02.0,100-250,Female,1,,Nicole Mantz,Nicole.mantz,Verified,10/9/2023,klamke,KL,Bumble Bee Atlas,,Website,FALSE,catmint,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/ba10de33-4d85-4e34-b801-d9377a204710.jpg, https://www.bumblebeewatch.org/media/bees/big/0d34cd6d-67a0-406d-a449-8840eb3434bf.jpg, https://www.bumblebeewatch.org/media/bees/big/eac29f0c-033e-459d-9579-814d63eca7d4.jpg, https://www.bumblebeewatch.org/media/bees/big/db1ac0fa-5450-478e-910e-5029a8a63930.jpg",,https://www.bumblebeewatch.org/sightings/bee/172603/,https://www.bumblebeewatch.org/metadata/
172604,118898,Apidae,Bombus,fervidus,Yellow bumble bee,Hutchinson Zoo Pollinator Gardens,38.029377,-97.918017,Kansas,United States,9/28/2023,26:02.0,100-250,Not Determined,1,,Nicole Mantz,Nicole.mantz,In Review,3/6/2024,dubloons,,Bumble Bee Atlas,,Website,FALSE,catmint,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/27799ec6-a0f8-4631-bd51-ebf392859caf.jpg, https://www.bumblebeewatch.org/media/bees/big/78977351-26e0-46f6-bc98-67c27cdef076.jpg, https://www.bumblebeewatch.org/media/bees/big/4ef519fc-2e3c-4b1d-8b9a-c8bc8c27eb10.jpg, https://www.bumblebeewatch.org/media/bees/big/3cb30114-3b74-4be3-8f0e-69e155daf0f4.jpg, https://www.bumblebeewatch.org/media/bees/big/b2cc4139-066f-4619-a20a-e6b6d933db4e.jpg",,https://www.bumblebeewatch.org/sightings/bee/172604/,https://www.bumblebeewatch.org/metadata/
171728,118898,Apidae,Bombus,pensylvanicus,American bumble bee,Hutchinson Zoo Pollinator Gardens,38.029377,-97.918017,Kansas,United States,9/28/2023,26:02.0,100-250,Female,1,,Nicole Mantz,Nicole.mantz,Verified,10/25/2023,klamke,,Bumble Bee Atlas,auricomus,Website,FALSE,,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/864d82fb-167b-4ee2-be9a-f5fb250a7e9f.jpg, https://www.bumblebeewatch.org/media/bees/big/33c34319-5e1d-4178-8e1b-567e5f0076a4.jpg, https://www.bumblebeewatch.org/media/bees/big/036d46f5-77f8-4dc9-8236-46db48e2d0a7.jpg, https://www.bumblebeewatch.org/media/bees/big/0b403508-83d2-4308-a5fd-fe1b898d776c.jpg, https://www.bumblebeewatch.org/media/bees/big/bdc1ef81-3b63-486e-ac1d-8715f9fa6d8b.jpg",,https://www.bumblebeewatch.org/sightings/bee/171728/,https://www.bumblebeewatch.org/metadata/
171729,118898,Apidae,Bombus,pensylvanicus,American bumble bee,Hutchinson Zoo Pollinator Gardens,38.029377,-97.918017,Kansas,United States,9/28/2023,26:02.0,100-250,Female,1,,Nicole Mantz,Nicole.mantz,Verified,10/9/2023,klamke,KL,Bumble Bee Atlas,,Website,FALSE,salvia,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/c3c1d330-d0ce-4dd6-8a10-e8eb22b1aed5.jpg, https://www.bumblebeewatch.org/media/bees/big/77564079-95eb-4b00-85f1-89721af9e2ca.jpg, https://www.bumblebeewatch.org/media/bees/big/247c4f6a-0acf-4cc5-b93b-0f6fc23606ec.jpg, https://www.bumblebeewatch.org/media/bees/big/1d3df744-b89d-4df4-950a-9f4c389beb49.jpg, https://www.bumblebeewatch.org/media/bees/big/6eda4a87-36b4-4497-b03c-12bf0a2cf00e.jpg",,https://www.bumblebeewatch.org/sightings/bee/171729/,https://www.bumblebeewatch.org/metadata/
171736,118898,Apidae,Bombus,pensylvanicus,American bumble bee,Hutchinson Zoo Pollinator Gardens,38.029377,-97.918017,Kansas,United States,9/28/2023,26:02.0,100-250,Female,1,,Nicole Mantz,Nicole.mantz,Verified,10/6/2023,klamke,KL,Bumble Bee Atlas,griseocollis,Website,FALSE,salvia,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/e221118c-c5aa-407b-9ac5-24445f1eeec7.jpg, https://www.bumblebeewatch.org/media/bees/big/4d4c7ab1-e3db-42a1-918c-1a9f05438c98.jpg, https://www.bumblebeewatch.org/media/bees/big/346c94e3-64eb-4a3a-9c90-e5246d352fa9.jpg",,https://www.bumblebeewatch.org/sightings/bee/171736/,https://www.bumblebeewatch.org/metadata/
171597,118835,Apidae,Bombus,pensylvanicus,American bumble bee,Pollinator Prairie,38.878138,-94.805446,Kansas,United States,9/27/2023,27:08.0,0-25,Male,1,,Mariruth Gruis,theronmag,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,,Website,FALSE,Liatris punctata,Dotted Blazing Star,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/936ba5a6-14c3-4dac-8da1-bbe29268c27d.jpg, https://www.bumblebeewatch.org/media/bees/big/1f3ab499-6017-4068-badb-8c09d9e1d2b9.jpg, https://www.bumblebeewatch.org/media/bees/big/48506639-c758-4dda-ba26-4edf167c0721.jpg, https://www.bumblebeewatch.org/media/bees/big/61a0d057-cfde-470d-8f1d-251801663214.jpg, https://www.bumblebeewatch.org/media/bees/big/023025e8-3d74-41e1-9557-8ce3e44ce8e7.jpg",,https://www.bumblebeewatch.org/sightings/bee/171597/,https://www.bumblebeewatch.org/metadata/
171599,118835,Apidae,Bombus,pensylvanicus,American bumble bee,Pollinator Prairie,38.878138,-94.805446,Kansas,United States,9/27/2023,27:08.0,0-25,Male,1,,Mariruth Gruis,theronmag,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,,Website,FALSE,Salvia azurea,blue sage,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/5b303922-757a-4b83-9a32-ad6402741a0d.jpg, https://www.bumblebeewatch.org/media/bees/big/b512c081-5813-4a20-8fde-af6a3018bb1a.jpg, https://www.bumblebeewatch.org/media/bees/big/8a711f0f-1b3a-4339-8ec9-5058a42611b1.jpg, https://www.bumblebeewatch.org/media/bees/big/62cc060a-f52c-4015-a7e1-c3a214265682.jpg, https://www.bumblebeewatch.org/media/bees/big/ca049fdf-a1d5-433d-a6a3-9621e04bfc55.jpg",,https://www.bumblebeewatch.org/sightings/bee/171599/,https://www.bumblebeewatch.org/metadata/
171598,118835,Apidae,Bombus,pensylvanicus,American bumble bee,Pollinator Prairie,38.878138,-94.805446,Kansas,United States,9/27/2023,27:08.0,0-25,Male,1,,Mariruth Gruis,theronmag,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,,Website,FALSE,Salvia azurea,blue sage,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/a0a1dddd-c44c-4bd5-bc19-793a160cef30.jpg, https://www.bumblebeewatch.org/media/bees/big/ead52a90-ea6a-403c-b353-3629259064b3.jpg, https://www.bumblebeewatch.org/media/bees/big/41e36193-4940-43cd-a036-705a4f6f0562.jpg, https://www.bumblebeewatch.org/media/bees/big/70cc0b45-0fbb-4b21-bf43-e119b692fe60.jpg, https://www.bumblebeewatch.org/media/bees/big/a60fa613-99d0-470e-ae48-213af75f64d2.jpg",,https://www.bumblebeewatch.org/sightings/bee/171598/,https://www.bumblebeewatch.org/metadata/
171596,118835,Apidae,Bombus,pensylvanicus,American bumble bee,Pollinator Prairie,38.878138,-94.805446,Kansas,United States,9/27/2023,27:08.0,0-25,Male,1,,Mariruth Gruis,theronmag,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,,Website,FALSE,Liatris aspera,Rough Blazing Star,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/e7ffadf7-0963-480c-afe1-96c35d8bc760.jpg, https://www.bumblebeewatch.org/media/bees/big/66d4d452-8b6d-4a8e-816e-84b00123a879.jpg, https://www.bumblebeewatch.org/media/bees/big/cb184f2b-48cd-4a24-b656-d069d4e30583.jpg, https://www.bumblebeewatch.org/media/bees/big/ba6ab2e7-7392-44a0-805e-d495e1f8c7df.jpg, https://www.bumblebeewatch.org/media/bees/big/5237bcb7-8dd4-4dc4-8195-c7e2613bc281.jpg",,https://www.bumblebeewatch.org/sightings/bee/171596/,https://www.bumblebeewatch.org/metadata/
171595,118835,Apidae,Bombus,pensylvanicus,American bumble bee,Pollinator Prairie,38.878138,-94.805446,Kansas,United States,9/27/2023,27:08.0,0-25,Male,1,,Mariruth Gruis,theronmag,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,,Website,FALSE,Liatris aspera,Rough Blazing Star,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/90a0c297-c4c2-45a2-85ee-ecb096496738.jpg, https://www.bumblebeewatch.org/media/bees/big/e79aa454-51d6-43a4-adac-4833e5c7f67d.jpg, https://www.bumblebeewatch.org/media/bees/big/16e5b611-b402-4061-9608-4c11e3224b51.jpg, https://www.bumblebeewatch.org/media/bees/big/1cf09b29-3d61-46e0-ad83-ca79389a560e.jpg, https://www.bumblebeewatch.org/media/bees/big/ae54d035-d860-4fc5-b2bc-cb07ee6ff485.jpg",,https://www.bumblebeewatch.org/sightings/bee/171595/,https://www.bumblebeewatch.org/metadata/
171415,118803,Apidae,Bombus,fraternus,Southern plains bumble bee,"Quivira NWR, east of Big Salt Marsh",38.174605,-98.528188,Kansas,United States,9/25/2023,28:50.1,0-25,Female,1,,Rachel Laubhan,rlbee,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,,Website,FALSE,showy goldenrod,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/f6f34022-2aa9-46ba-8c90-f61c339ad131.jpg, https://www.bumblebeewatch.org/media/bees/big/2e700c44-55d9-447d-b175-de8d9093ec0f.jpg, https://www.bumblebeewatch.org/media/bees/big/d974f5b4-16dc-4aaf-9836-e480c220caec.jpg, https://www.bumblebeewatch.org/media/bees/big/e6d79874-e9f4-457e-8d69-df0fe30f712b.jpg",,https://www.bumblebeewatch.org/sightings/bee/171415/,https://www.bumblebeewatch.org/metadata/
171416,118803,Apidae,Bombus,fraternus,Southern plains bumble bee,"Quivira NWR, east of Big Salt Marsh",38.174605,-98.528188,Kansas,United States,9/25/2023,28:50.1,0-25,Female,1,,Rachel Laubhan,rlbee,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,,Website,FALSE,showy goldenrod,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/198ecc69-6923-4ffb-9aef-52e05c583e64.jpg, https://www.bumblebeewatch.org/media/bees/big/c3de1528-b48d-4c4b-9dd4-440f7f9d4e88.jpg, https://www.bumblebeewatch.org/media/bees/big/6c874cba-e1b5-4730-8abb-a82a84628aba.jpg",,https://www.bumblebeewatch.org/sightings/bee/171416/,https://www.bumblebeewatch.org/metadata/
171417,118803,Apidae,Bombus,griseocollis,Brown-belted bumble bee,"Quivira NWR, east of Big Salt Marsh",38.174605,-98.528188,Kansas,United States,9/25/2023,28:50.1,0-25,Female,1,,Rachel Laubhan,rlbee,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,bimaculatus,Website,FALSE,showy goldenrod,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/fa4d3fe2-7032-43fa-8802-66d65a4fb0c9.jpg, https://www.bumblebeewatch.org/media/bees/big/8cbfd406-d2f2-45db-ba03-e219dbea7a5c.jpg, https://www.bumblebeewatch.org/media/bees/big/bcf4397d-149a-4fb7-bba8-d9789786e822.jpg, https://www.bumblebeewatch.org/media/bees/big/2d0ec9ba-37da-48bb-9634-d6c151ea7c1a.jpg",,https://www.bumblebeewatch.org/sightings/bee/171417/,https://www.bumblebeewatch.org/metadata/
171419,118803,Apidae,Bombus,fraternus,Southern plains bumble bee,"Quivira NWR, east of Big Salt Marsh",38.174605,-98.528188,Kansas,United States,9/25/2023,28:50.1,0-25,Female,1,,Rachel Laubhan,rlbee,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,,Website,FALSE,showy goldenrod,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/bdc5f822-09a5-4b4c-bd11-487ebcc4fe2d.jpg, https://www.bumblebeewatch.org/media/bees/big/f84f2e2a-8f1c-452a-88c0-3e18f97edf18.jpg, https://www.bumblebeewatch.org/media/bees/big/1d98baf7-a9a9-4853-a63f-05aca0486ed3.jpg, https://www.bumblebeewatch.org/media/bees/big/5cbc5d41-a74f-46c3-95d9-eab1a60038bc.jpg",,https://www.bumblebeewatch.org/sightings/bee/171419/,https://www.bumblebeewatch.org/metadata/
171414,118803,Apidae,Bombus,fraternus,Southern plains bumble bee,"Quivira NWR, east of Big Salt Marsh",38.174605,-98.528188,Kansas,United States,9/25/2023,28:50.1,0-25,Female,1,,Rachel Laubhan,rlbee,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,,Website,FALSE,showy goldenrod,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/698cdeb5-af97-4afa-823d-1e81a95be11e.jpg, https://www.bumblebeewatch.org/media/bees/big/d5793890-eb5c-43d7-a89d-4c2e586f5e1a.jpg, https://www.bumblebeewatch.org/media/bees/big/e334501f-8d48-4154-a2e2-4159acd4bf40.jpg, https://www.bumblebeewatch.org/media/bees/big/3b7398d9-a432-432b-becf-bea49c50815e.jpg",,https://www.bumblebeewatch.org/sightings/bee/171414/,https://www.bumblebeewatch.org/metadata/
171413,118803,Apidae,Bombus,fraternus,Southern plains bumble bee,"Quivira NWR, east of Big Salt Marsh",38.174605,-98.528188,Kansas,United States,9/25/2023,28:50.1,0-25,Female,1,,Rachel Laubhan,rlbee,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,fervidus,Website,FALSE,showy goldenrod,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/20199540-c37b-4fdc-8800-580f19aa80d4.jpg, https://www.bumblebeewatch.org/media/bees/big/82b4a2f0-d322-4f2d-bab6-e6cde3387a4f.jpg, https://www.bumblebeewatch.org/media/bees/big/66b12507-de5c-4af0-9653-ee3749e745ef.jpg, https://www.bumblebeewatch.org/media/bees/big/9c9d9f75-5fed-4078-979f-0c7ac4a9ad0b.jpg",,https://www.bumblebeewatch.org/sightings/bee/171413/,https://www.bumblebeewatch.org/metadata/
171412,118803,Apidae,Bombus,fraternus,Southern plains bumble bee,"Quivira NWR, east of Big Salt Marsh",38.174605,-98.528188,Kansas,United States,9/25/2023,28:50.1,0-25,Female,1,,Rachel Laubhan,rlbee,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,,Website,FALSE,showy goldenrod,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/329a331e-4dd6-4876-9d2d-a9ad9db9e888.jpg, https://www.bumblebeewatch.org/media/bees/big/56e8de07-38b6-4fd1-a6e5-c09049e817b4.jpg, https://www.bumblebeewatch.org/media/bees/big/4a050b76-38c5-4748-a1fb-cf2b1d097595.jpg, https://www.bumblebeewatch.org/media/bees/big/88030dc3-7875-40bc-8ac5-29b15a5b697b.jpg",,https://www.bumblebeewatch.org/sightings/bee/171412/,https://www.bumblebeewatch.org/metadata/
171411,118803,Apidae,Bombus,fraternus,Southern plains bumble bee,"Quivira NWR, east of Big Salt Marsh",38.174605,-98.528188,Kansas,United States,9/25/2023,28:50.1,0-25,Female,1,,Rachel Laubhan,rlbee,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,,Website,FALSE,showy goldenrod,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/41193a98-c422-4da3-8d54-d2262ab8128b.jpg, https://www.bumblebeewatch.org/media/bees/big/a4182e5e-9bbd-409f-b4dc-6ff133b936c9.jpg, https://www.bumblebeewatch.org/media/bees/big/3c8c8b35-2f52-460b-bb07-609bca6ecc5e.jpg",,https://www.bumblebeewatch.org/sightings/bee/171411/,https://www.bumblebeewatch.org/metadata/
171410,118803,Apidae,Bombus,fraternus,Southern plains bumble bee,"Quivira NWR, east of Big Salt Marsh",38.174605,-98.528188,Kansas,United States,9/25/2023,28:50.1,0-25,Male,1,,Rachel Laubhan,rlbee,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,,Website,FALSE,showy goldenrod,blooms later than other goldenrod species on the refuge,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/179dbe50-9c75-4acb-a61d-4964ffa5698f.jpg, https://www.bumblebeewatch.org/media/bees/big/d1ca6c88-0d80-4d5a-8cff-143e2b72fce2.jpg, https://www.bumblebeewatch.org/media/bees/big/df50651a-9b89-4c5b-b436-095e73e6cec4.jpg, https://www.bumblebeewatch.org/media/bees/big/21b05c91-4761-403d-8ed4-6a43cd2f275c.jpg",,https://www.bumblebeewatch.org/sightings/bee/171410/,https://www.bumblebeewatch.org/metadata/
171409,118803,Apidae,Bombus,fraternus,Southern plains bumble bee,"Quivira NWR, east of Big Salt Marsh",38.174605,-98.528188,Kansas,United States,9/25/2023,28:50.1,0-25,Female,1,,Rachel Laubhan,rlbee,Verified,10/6/2023,klamke,KL,Great Plains Bumble Bee Atlas,,Website,FALSE,showy goldenrod,,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/8a7fa9df-4ce0-41c1-b629-b930f462f03e.jpg, https://www.bumblebeewatch.org/media/bees/big/ba87f290-7c2e-45c2-bbd8-e0be8166371f.jpg, https://www.bumblebeewatch.org/media/bees/big/f08c73bb-38cd-4ab6-a148-27e17bc7dc73.jpg, https://www.bumblebeewatch.org/media/bees/big/d5cfd36b-4a94-4f6b-8bc9-fcb24fff7f0b.jpg",,https://www.bumblebeewatch.org/sightings/bee/171409/,https://www.bumblebeewatch.org/metadata/
