ID,Source,Institution/Project,ScientificName,YearObserved,DateObserved,Latitude,Longitude,Country,StateProvince,SpecimenType,Status
33063,bbw_2019,Bumble Bee Watch,"Bombus fraternus (Smith, 1854)",2017,42904,37.229396,-100.000977,United States,Kansas,Observation,Verified
16201,bbw_2019,Bumble Bee Watch,"Bombus impatiens Cresson, 1863",2016,42645,38.955524,-95.243825,United States,Kansas,Observation,Verified
9403,bbw_2019,Bumble Bee Watch,"Bombus griseocollis (De Geer, 1773)",2016,42472,39.453161,-99.84375,United States,Kansas,Observation,Verified
5897,bbw_2019,Bumble Bee Watch,"Bombus bimaculatus Cresson, 1863",2015,42185,38.985719,-94.797643,United States,Kansas,Observation,Verified
5178,bbw_2019,Bumble Bee Watch,"Bombus pensylvanicus (De Geer, 1773)",2014,41889,37.983727,-100.984003,United States,Kansas,Observation,Verified
5177,bbw_2019,Bumble Bee Watch,"Bombus pensylvanicus (De Geer, 1773)",2015,42132,37.9838,-100.977992,United States,Kansas,Observation,Verified
5122,bbw_2019,Bumble Bee Watch,"Bombus impatiens Cresson, 1863",2015,42126,38.947923,-94.660077,United States,Kansas,Observation,Verified
3520,bbw_2019,Bumble Bee Watch,"Bombus bimaculatus Cresson, 1863",2014,41817,39.109817,-96.802254,United States,Kansas,Observation,Verified
2743,bbw_2019,Bumble Bee Watch,"Bombus auricomus (Robertson, 1903)",2014,41803,38.949509,-95.262309,United States,Kansas,Observation,Verified
2175,bbw_2019,Bumble Bee Watch,"Bombus fraternus (Smith, 1854)",2011,40702,39.14244,-96.636404,United States,Kansas,Observation,Verified
1430,bbw_2019,Bumble Bee Watch,"Bombus pensylvanicus (De Geer, 1773)",2014,41766,38.205089,-97.773385,United States,Kansas,Observation,Verified
1321121197,gbif_bson_na,USNM,"Bombus sonorus Say, 1837",1906,2380,38.7775,-95.1875,US,Kansas,PRESERVED_SPECIMEN,
894585049,gbif_bpen_na,KU,"Bombus pensylvanicus (De Geer, 1773)",1979,29113,39.04323,-95.32713,US,Kansas,PRESERVED_SPECIMEN,
767140969,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1938,14035,39.32461,-94.91995,US,Kansas,PRESERVED_SPECIMEN,
767140953,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1922,8283,38.24197,-96.93469,US,Kansas,PRESERVED_SPECIMEN,
767140942,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1922,8283,38.24197,-96.93469,US,Kansas,PRESERVED_SPECIMEN,
767140924,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1920,7490,38.91192,-95.26786,US,Kansas,PRESERVED_SPECIMEN,
767140917,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1905,1920,38.91192,-95.26786,US,Kansas,PRESERVED_SPECIMEN,
767136295,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1925,9281,38.61659,-95.31025,US,Kansas,PRESERVED_SPECIMEN,
767136265,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1927,10050,38.61659,-95.31025,US,Kansas,PRESERVED_SPECIMEN,
767136242,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1925,9320,38.61659,-95.31025,US,Kansas,PRESERVED_SPECIMEN,
767136072,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1949,18084,38.85059,-97.17902,US,Kansas,PRESERVED_SPECIMEN,
767135933,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1923,8584,38.61659,-95.31025,US,Kansas,PRESERVED_SPECIMEN,
767135898,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1921,7894,38.61659,-95.31025,US,Kansas,PRESERVED_SPECIMEN,
767135882,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1924,9014,38.61659,-95.31025,US,Kansas,PRESERVED_SPECIMEN,
767135644,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1916,5920,39.44555,-95.01052,US,Kansas,PRESERVED_SPECIMEN,
767133789,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29084,38.97166,-95.23525,US,Kansas,PRESERVED_SPECIMEN,
767133675,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1953,19538,38.91078,-95.26844,US,Kansas,PRESERVED_SPECIMEN,
767133542,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29084,38.97166,-95.23525,US,Kansas,PRESERVED_SPECIMEN,
767133541,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29084,38.97166,-95.23525,US,Kansas,PRESERVED_SPECIMEN,
767133540,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29072,38.841,-95.25,US,Kansas,PRESERVED_SPECIMEN,
767133536,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1978,28743,38.97166,-95.23525,US,Kansas,PRESERVED_SPECIMEN,
767133535,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1978,28743,38.97166,-95.23525,US,Kansas,PRESERVED_SPECIMEN,
767133534,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29071,38.97405,-95.21624,US,Kansas,PRESERVED_SPECIMEN,
767133532,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29078,38.97166,-95.23525,US,Kansas,PRESERVED_SPECIMEN,
767133531,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29058,38.8343,-95.38317,US,Kansas,PRESERVED_SPECIMEN,
767133530,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29058,38.8343,-95.38317,US,Kansas,PRESERVED_SPECIMEN,
767133513,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1978,28743,38.97166,-95.23525,US,Kansas,PRESERVED_SPECIMEN,
767133512,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29064,38.97405,-95.21624,US,Kansas,PRESERVED_SPECIMEN,
767133511,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29065,38.97405,-95.21624,US,Kansas,PRESERVED_SPECIMEN,
767130920,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1906,2344,38.61556,-95.2675,US,Kansas,PRESERVED_SPECIMEN,
767130342,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1932,11923,36.60667,-99.675,US,Kansas,PRESERVED_SPECIMEN,
767130266,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1932,11905,37.6911,-99.8881,US,Kansas,PRESERVED_SPECIMEN,
767130265,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1932,11903,37.6911,-99.8881,US,Kansas,PRESERVED_SPECIMEN,
767130264,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1932,11909,37.6911,-99.8881,US,Kansas,PRESERVED_SPECIMEN,
767130263,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1932,11906,37.6911,-99.8881,US,Kansas,PRESERVED_SPECIMEN,
767130261,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1932,11906,37.6911,-99.8881,US,Kansas,PRESERVED_SPECIMEN,
767123864,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1963,23268,38.91078,-95.26844,US,Kansas,PRESERVED_SPECIMEN,
767120157,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1950,18511,38.3917,-97.6484,US,Kansas,PRESERVED_SPECIMEN,
767120156,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1950,18511,38.3917,-97.6484,US,Kansas,PRESERVED_SPECIMEN,
767119502,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1958,21390,39.36864,-96.8351,US,Kansas,PRESERVED_SPECIMEN,
767119498,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1958,21319,39.36864,-96.8351,US,Kansas,PRESERVED_SPECIMEN,
767119497,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1958,21418,39.36864,-96.8351,US,Kansas,PRESERVED_SPECIMEN,
767118733,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1985,31261,38.5699,-94.575,US,Kansas,PRESERVED_SPECIMEN,
767118732,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1958,21395,39.11417,-94.62722,US,Kansas,PRESERVED_SPECIMEN,
767118730,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1985,31262,37.0455,-94.6408,US,Kansas,PRESERVED_SPECIMEN,
767118729,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1985,31261,37.6397,-94.6738,US,Kansas,PRESERVED_SPECIMEN,
767118728,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1951,18842,37.83972,-94.70806,US,Kansas,PRESERVED_SPECIMEN,
767118727,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1985,31261,38.2181,-94.7134,US,Kansas,PRESERVED_SPECIMEN,
767118726,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1985,31261,38.2181,-94.7134,US,Kansas,PRESERVED_SPECIMEN,
767118725,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1951,18805,36.9417,-94.7381,US,Kansas,PRESERVED_SPECIMEN,
767118724,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1951,18805,36.9417,-94.7381,US,Kansas,PRESERVED_SPECIMEN,
767118712,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1951,18848,38.49722,-94.95028,US,Kansas,PRESERVED_SPECIMEN,
767118711,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1952,19229,38.97917,-94.96833,US,Kansas,PRESERVED_SPECIMEN,
767118710,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1952,19214,38.97917,-94.96833,US,Kansas,PRESERVED_SPECIMEN,
767118708,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1952,19224,38.97917,-94.96833,US,Kansas,PRESERVED_SPECIMEN,
767118707,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1932,11858,39.1869,-94.9818,US,Kansas,PRESERVED_SPECIMEN,
767118706,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1924,8946,39.1869,-94.9818,US,Kansas,PRESERVED_SPECIMEN,
767118705,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1950,18466,39.00139,-95.03889,US,Kansas,PRESERVED_SPECIMEN,
767118704,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1950,18393,38.7835,-95.0908,US,Kansas,PRESERVED_SPECIMEN,
767118703,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1921,7909,39.8118,-95.0995,US,Kansas,PRESERVED_SPECIMEN,
767118702,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1924,8971,39.8118,-95.0995,US,Kansas,PRESERVED_SPECIMEN,
767118701,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1969,25442,39.017,-95.1348,US,Kansas,PRESERVED_SPECIMEN,
767118700,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1984,30928,38.9351,-95.166,US,Kansas,PRESERVED_SPECIMEN,
767118699,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1983,30459,38.8099,-95.1867,US,Kansas,PRESERVED_SPECIMEN,
767118697,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1951,18750,38.8099,-95.1867,US,Kansas,PRESERVED_SPECIMEN,
767118696,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1984,30797,38.8062,-95.1879,US,Kansas,PRESERVED_SPECIMEN,
767118695,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1983,30457,39.0481,-95.1965,US,Kansas,PRESERVED_SPECIMEN,
767118694,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1983,30457,39.0481,-95.1965,US,Kansas,PRESERVED_SPECIMEN,
767118693,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1956,20632,39.0389,-95.2058,US,Kansas,PRESERVED_SPECIMEN,
767118692,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1958,21373,39.0389,-95.2058,US,Kansas,PRESERVED_SPECIMEN,
767118691,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1956,20727,39.0389,-95.2058,US,Kansas,PRESERVED_SPECIMEN,
767118690,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1956,20727,39.0389,-95.2058,US,Kansas,PRESERVED_SPECIMEN,
767118689,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1969,25467,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118688,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1969,25467,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118686,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1964,23647,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118685,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1960,22049,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118684,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1987,32020,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118683,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1969,25436,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118682,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1969,25435,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118681,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1969,25433,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118680,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1969,25461,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118679,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1969,25411,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118678,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1968,25086,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118677,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1968,24956,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118675,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1969,25427,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118674,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1969,25411,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118673,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1983,30527,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118672,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1969,25433,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118671,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1966,24330,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118670,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1969,25425,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118669,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1980,29473,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118668,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1969,25411,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118667,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1956,20663,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118666,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1996,35271,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118664,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1954,20002,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118663,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1955,20340,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118662,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1977,28371,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118661,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1977,28371,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118660,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1954,19976,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118659,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1954,20007,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118658,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1954,19958,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118657,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1950,18490,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118656,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1950,18458,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118654,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1954,20002,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118653,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1954,19956,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118652,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1954,19981,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118651,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1954,19981,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118650,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1954,19978,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118649,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1981,29730,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118648,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1981,29730,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118647,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1981,29730,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118646,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1977,28371,38.97167,-95.235,US,Kansas,PRESERVED_SPECIMEN,
767118644,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29113,39.0126,-95.2353,US,Kansas,PRESERVED_SPECIMEN,
767118643,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1980,29465,39.1973,-95.2365,US,Kansas,PRESERVED_SPECIMEN,
767118642,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29106,39.1973,-95.2365,US,Kansas,PRESERVED_SPECIMEN,
767118641,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29106,39.1973,-95.2365,US,Kansas,PRESERVED_SPECIMEN,
767118640,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29106,39.1973,-95.2365,US,Kansas,PRESERVED_SPECIMEN,
767118639,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1979,29106,39.1973,-95.2365,US,Kansas,PRESERVED_SPECIMEN,
767118638,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1951,18744,38.28056,-95.24167,US,Kansas,PRESERVED_SPECIMEN,
767118637,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1986,31682,39.0727,-95.2572,US,Kansas,PRESERVED_SPECIMEN,
767118636,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1950,18495,38.61556,-95.2675,US,Kansas,PRESERVED_SPECIMEN,
767118635,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1951,18799,38.61556,-95.2675,US,Kansas,PRESERVED_SPECIMEN,
767118633,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1964,23535,38.8435,-95.2709,US,Kansas,PRESERVED_SPECIMEN,
767118630,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1911,4277,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118629,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7164,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118628,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7161,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118627,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7146,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118625,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1960,22112,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118624,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7152,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118623,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7143,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118622,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7186,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118621,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7186,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118620,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7184,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118619,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7184,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118618,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7184,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118617,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7184,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118616,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7184,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118614,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7184,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118613,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7184,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118612,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7184,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118611,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7184,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118610,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7160,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118609,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7160,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118608,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7160,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118607,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7160,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118606,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7160,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118605,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7160,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118603,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7191,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118602,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1960,22112,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118601,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7186,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118600,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7186,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118599,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7171,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118598,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7184,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118597,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7184,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
767118596,gbif_bpen_na,USDA-ARS,"Bombus pensylvanicus (De Geer, 1773)",1919,7184,38.904,-95.2788,US,Kansas,PRESERVED_SPECIMEN,
