"","X","Y","grass.perc","dev.perc","wet.perc","wood.perc","ag.perc","precip","tmax","tmin","tmean","pa","wt"
"1",-95.246522,38.952949,0.00776132156080898,0.968029051552264,0.00014240956992311,0.023355169467388,0.00042722870976935,950.722584446122,18.7709792707474,6.31570123316792,12.5432929932413,1,1e-04
"2",-96.609134,39.106883,0.504868168573638,0.0287115343614527,0.0128633359391681,0.244190178381063,0.208940373818522,870.616093311141,19.0670575550486,5.52628195223669,12.2966299932926,1,1e-04
"3",-94.935762,39.326945,0.132865646258489,0.731150793650773,0.00240929705215438,0.108772675736964,0.0244472789115633,831.981307116872,18.5381859082125,6.23349809222355,12.3857924858176,1,1e-04
"4",-95.262359,38.946528,0.0352388410336715,0.912579198405354,7.11895778458078e-05,0.0422866092404069,0.00939702427564761,948.807652681317,18.6909770597464,6.41189370505997,12.5514087852113,1,1e-04
"5",-94.731252,38.973438,0.00363273737445716,0.980767860958757,0.000641071301374789,0.0142460289194396,0.000356150722985977,915.791707276772,18.7207086236342,6.97331844842365,12.8469902730145,1,1e-04
"6",-95.080705,39.256482,0.258899446886963,0.0270174443341379,0.00893490285065979,0.348603035030511,0.355126932350021,800.578897476524,18.6273819279577,6.01906966299801,12.3231483937009,1,1e-04
"7",-95.655619,39.000222,0.174482316943002,0.712089945207396,0.00533693873194322,0.0779193054863711,0.0298156977157884,909.236248799949,19.423545929056,6.17439984237405,12.7989734529166,1,1e-04
"8",-95.269103,38.961983,0.0250694394986068,0.923224841535504,0,0.0420910191581715,0.00925859981482799,948.807652681317,18.6909770597464,6.41189370505997,12.5514087852113,1,1e-04
"9",-95.236389,38.968333,0.0274118903524377,0.859878960484169,0.0559629761480878,0.0399430402278385,0.0160199359202572,952.637516210928,18.8509814817484,6.21950876127586,12.5351772012712,1,1e-04
"10",-97.74855,39.494884,0.32087601554219,0.0349699752737558,0.00438007771105594,0.079689155775344,0.559872836453539,578.283886646756,19.2456697045188,4.99922378896388,12.1223739459191,1,1e-04
"11",-95.512608,39.668016,0.19420759636389,0.273976463956025,0.047917694313296,0.104432386723985,0.378690719470073,790.169931579244,18.0302477847529,4.40887956250045,11.2195368375909,1,1e-04
"12",-95.24413,38.95266,0.00947225981055329,0.974360800512784,7.12199985755908e-05,0.0153835196923291,0.000427319991453657,952.637516210928,18.8509814817484,6.21950876127586,12.5351772012712,1,1e-04
"13",-97.435996,38.12908,0.103458213256484,0.337968299711843,0.00929394812680097,0.0360951008645533,0.512896253602292,681.680767144516,20.591758253678,6.29933577643963,13.4455122384561,1,1e-04
"14",-97.587062,38.810787,0.088976097038891,0.751123795932932,0.026828398144846,0.0469496967534788,0.0853371387798712,765.671466443735,20.5252357460179,6.08757831792404,13.306357518335,1,1e-04
"15",-94.818975,39.009964,0.169963005122372,0.500213431986328,0.0102447353443372,0.310970404097885,0.00583380762663612,901.421151880144,18.7669611721441,6.91685466170989,12.8419141037009,1,1e-04
"16",-94.863708,38.891013,0.165455322787511,0.569402878723095,0.0370528715975461,0.219181986603948,0.00769559640872125,920.904838877083,18.7818250532376,6.76389035416007,12.7728308190325,1,1e-04
"17",-95.433262,39.651567,0.109841269841265,0.0526984126984107,0.00747795414462225,0.0881128747795427,0.741164021164052,803.105433263277,17.9524880409462,4.33897854449483,11.1456951501267,1,1e-04
"18",-94.943521,38.883323,0.503027712474176,0.0918287383343989,0.017667592790483,0.175464842915146,0.210942509083151,958.227612629853,18.7998506475752,6.47427915883951,12.6370439436677,1,1e-04
"19",-95.236926,38.943071,0.0721664173256268,0.877822896630366,0.00363325496901079,0.0415330911163321,0.00334829379497002,952.637516210928,18.8509814817484,6.21950876127586,12.5351772012712,1,1e-04
"20",-95.14972,39.531887,0.339099124541076,0.0924879977407472,0.0160265461733988,0.087828297091215,0.463781417678634,780.328337127494,18.0803219745819,5.38279224536929,11.7315414884511,1,1e-04
"21",-95.756897,39.00685,0.0800369948776313,0.762307911212318,0.0199203187251002,0.136738759248724,0.000853727945361358,896.165032188158,19.1334279801209,5.88395395846109,12.5086740897734,1,1e-04
"22",-95.236252,38.962297,0.0199458612337944,0.899914517737579,0.0340504345348345,0.0321270836301492,0.0136771619888891,952.637516210928,18.8509814817484,6.21950876127586,12.5351772012712,1,1e-04
"23",-94.708704,38.891062,0.0215130360450248,0.926129078216276,0.000213705656076429,0.0473714204302675,0.00448781877760296,937.657092662453,18.7515006933214,7.05918994153608,12.9052935390077,1,1e-04
"24",-95.237495,38.93643,0.137648650573216,0.750694296090552,0.0212205369223145,0.0563269956561952,0.0245674001281784,952.637516210928,18.8509814817484,6.21950876127586,12.5351772012712,1,1e-04
"25",-95.261222,38.967563,0.0105368076320672,0.967748825288338,0,0.0143101238786825,0.00740424320091125,948.807652681317,18.6909770597464,6.41189370505997,12.5514087852113,1,1e-04
"26",-96.57958,39.192324,0.0263307310149038,0.947125621007813,0.000922640170333474,0.0144783534421574,0.00979418026969574,868.370301904459,18.9488293430408,5.40864726189838,12.1787015943248,1,1e-04
"27",-94.731411,38.973144,0.00370238519045916,0.980633677465289,0.00064079743681019,0.0143111427554278,0.000355998576005691,915.791707276772,18.7207086236342,6.97331844842365,12.8469902730145,1,1e-04
"28",-97.876321,38.087892,0.319374369323914,0.491639037047713,0.008433040219115,0.130171543895052,0.0480034597088066,535.261447322319,20.8954633424785,5.72038000930052,13.307860404076,1,1e-04
"29",-95.513375,39.06995,0.0632866386972896,0.0371897888075086,0.0984142786034395,0.0862547109436113,0.711370262390666,864.132718840933,19.0638917457252,5.98391697835665,12.5238817517481,1,1e-04
"30",-95.262359,38.946528,0.0352388410336715,0.912579198405354,7.11895778458078e-05,0.0422866092404069,0.00939702427564761,948.807652681317,18.6909770597464,6.41189370505997,12.5514087852113,1,1e-04
"31",-95.171638,39.544422,0.437102922490472,0.117252576591835,0.0191303120146838,0.174008188620645,0.251517718480866,781.14897321492,18.0322180007249,5.24320866649936,11.6377223710907,1,1e-04
"32",-94.830399,38.966274,0.150761999715137,0.564235863837053,0.013388406209942,0.258866258367751,0.0110383136305375,909.547552922892,18.7420824425373,6.8003335974496,12.77114751938,1,1e-04
"33",-94.636448,39.00923,0.00113789915368755,0.998719863452102,0,0,0.000142237394210942,921.25149496762,18.7770223009778,7.15197413471312,12.9644604118518,1,1e-04
"34",-95.237672,38.936488,0.136771619888848,0.75316996723182,0.0208006838580931,0.0556347057985428,0.0241487391366326,952.637516210928,18.8509814817484,6.21950876127586,12.5351772012712,1,1e-04
"35",-95.262359,38.946528,0.0352388410336715,0.912579198405354,7.11895778458078e-05,0.0422866092404069,0.00939702427564761,948.807652681317,18.6909770597464,6.41189370505997,12.5514087852113,1,1e-04
"36",-95.512526,39.668574,0.195163223577528,0.272791369949947,0.0488613128393132,0.105478389621385,0.377071141507432,790.169931579244,18.0302477847529,4.40887956250045,11.2195368375909,1,1e-04
"37",-96.58487,39.195253,0.0532367972742721,0.876632595116389,0.00347813742191966,0.0289608177172066,0.0359880749574161,856.094597560293,18.8214770380859,5.30680811659238,12.0641129505816,1,1e-04
"38",-95.249053,38.918472,0.274315459212769,0.296135196805521,0.0364375356531675,0.190673131774096,0.190173987450098,929.352050119051,18.7307507552666,6.23233131521642,12.4815198387695,1,1e-04
"39",-94.731368,38.973118,0.00370238519045916,0.980704877180492,0.00064079743681019,0.0142399430402267,0.00035599857600569,915.791707276772,18.7207086236342,6.97331844842365,12.8469902730145,1,1e-04
"40",-95.266373,38.960938,0.0256556442417304,0.922534207525664,0,0.0421892816419656,0.00926453819840322,948.807652681317,18.6909770597464,6.41189370505997,12.5514087852113,1,1e-04
"41",-95.713852,39.035831,0.0250266619267715,0.96829008176324,0,0.00625666548169259,0.000426590828297248,880.837039347515,19.1248166400798,5.85386604932618,12.4892784686903,1,1e-04
"42",-95.237538,38.936574,0.136068960604115,0.754149747096936,0.0207309254114118,0.0558523901118443,0.0237942580323383,952.637516210928,18.8509814817484,6.21950876127586,12.5351772012712,1,1e-04
"43",-95.2425,38.97372,0.0319663961270058,0.829773601025221,0.0640039869001882,0.0503346148369594,0.0230670653566856,920.57741128887,19.0999372665337,5.9269650496672,12.513389647668,1,1e-04
